m,n,k,lda,ldb,ldc,offa,offb,offc,alpha,beta,order,transa,transb,side,uplo,diag,function,device,library,numQueues,label,GFLOPS
1488,1488,1488,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2651.36
1496,1496,1496,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2668.75
1504,1504,1504,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2722.44
1512,1512,1512,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2696.12
1520,1520,1520,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2765.58
1528,1528,1528,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2783
1536,1536,1536,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2700.43
1544,1544,1544,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2647.29
1552,1552,1552,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2681.72
1560,1560,1560,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2682.36
1568,1568,1568,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2762.72
1576,1576,1576,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2760.25
1584,1584,1584,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2801.98
1592,1592,1592,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2807.66
1600,1600,1600,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2886.43
1608,1608,1608,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2715.46
1616,1616,1616,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2744.85
1624,1624,1624,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2787.74
1632,1632,1632,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2846.73
1640,1640,1640,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2856.76
1648,1648,1648,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2898.4
1656,1656,1656,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2924.24
1664,1664,1664,0,0,0,0,0,0,1,1,column,none,transpose,left,upper,unit,sgemm,gpu,cublas,1,K40,2974.9
